Fecha,Temperatura_Abrigo_150cm,Temperatura_Abrigo_150cm_Maxima,Temperatura_Abrigo_150cm_Minima,Temperatura_Intemperie_5cm_Minima,Temperatura_Intemperie_50cm_Minima,Temperatura_Suelo_5cm_Media,Temperatura_Suelo_10cm_Media,Temperatura_Inte_5cm,Temperatura_Intemperie_150cm_Minima,Humedad_Suelo,Precipitacion_Pluviometrica,Precipitacion_Cronologica,Precipitacion_Maxima_30minutos,Heliofania_Efectiva,Heliofania_Relativa,Tesion_Vapor_Media,Humedad_Media,Humedad_Media_8_14_20,Rocio_Medio,Duracion_Follaje_Mojado,Velocidad_Viento_200cm_Media,Direccion_Viento_200cm,Velocidad_Viento_1000cm_Media,Direccion_Viento_1000cm,Velocidad_Viento_Maxima,Presion_Media,Radiacion_Global,Horas_Frio,Unidades_Frio,Latitud,Longitud,Localidad
2013-09-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-09-04 00:00:00.0,13.49305,23.5,5.4,,,,17.35556,,,,0.0,0.0,0.0,,,8.78381,60.0,52.0,5.065512,,,C ,,C ,,,,3.153999,0.4979999,-29.1784992218018,-59.0923004150391,Goya
2013-09-05 00:00:00.0,17.53334,28.9,9.7,,,,18.86459,,,,0.0,0.0,0.0,,,11.46247,58.0,51.0,8.8524,,,C ,,C ,,,,0.0,-9.129999,-29.1784992218018,-59.0923004150391,Goya
2013-09-06 00:00:00.0,22.60834,34.1,13.8,,,,21.49792,,,,0.0,0.0,0.0,,,17.97431,64.0,59.0,15.69974,,,C ,,C ,,,,0.0,-16.84902,-29.1784992218018,-59.0923004150391,Goya
2013-09-07 00:00:00.0,26.51389,36.3,20.3,,,,23.58055,,,,0.0,0.0,0.0,,,18.40356,55.0,49.0,16.17183,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-09-08 00:00:00.0,26.19791,33.9,19.6,,,,24.70764,,,,0.0,0.0,0.0,,,18.76328,61.0,56.0,16.39042,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-09-09 00:00:00.0,26.29721,36.9,19.5,,,,25.46944,,,,0.0,0.0,0.0,,,20.22538,62.0,54.0,17.63553,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-09-10 00:00:00.0,28.69862,38.2,21.3,,,,26.3125,,,,0.0,0.0,0.0,,,18.40757,50.0,42.0,16.17402,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-09-11 00:00:00.0,29.20347,38.6,21.5,,,,26.68542,,,,0.0,0.0,0.0,,,16.33662,43.0,36.0,14.30698,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-09-12 00:00:00.0,29.56875,39.6,22.7,,,,27.03264,,,,0.0,0.0,0.0,,,16.87103,46.0,44.0,14.78664,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-09-13 00:00:00.0,16.91041,23.7,13.1,,,,22.1257,,,,0.0,0.0,0.0,,,15.77882,89.0,92.0,13.7947,,,C ,,C ,,,,0.0,-7.221005,-29.1784992218018,-59.0923004150391,Goya
2013-09-14 00:00:00.0,12.50763,13.7,11.6,,,,15.77708,,,,0.0,0.0,0.0,,,14.20808,99.0,99.0,12.19529,,,C ,,C ,,,,0.0,8.715008,-29.1784992218018,-59.0923004150391,Goya
2013-09-15 00:00:00.0,12.37708,15.1,11.0,,,,15.12917,,,,0.0,0.0,0.0,,,13.4472,94.0,92.0,11.36351,,,C ,,C ,,,,0.0,7.138005,-29.1784992218018,-59.0923004150391,Goya
2013-09-16 00:00:00.0,11.97222,15.4,10.8,,,,14.97222,,,,0.0,0.0,0.0,,,12.68166,92.0,92.0,10.47128,,,C ,,C ,,,,0.0,9.047009,-29.1784992218018,-59.0923004150391,Goya
2013-09-17 00:00:00.0,11.2257,16.3,7.6,,,,14.6382,,,,0.0,0.0,0.0,,,8.976781,73.0,69.0,5.340007,,,C ,,C ,,,,2.656,11.28801,-29.1784992218018,-59.0923004150391,Goya
2013-09-18 00:00:00.0,11.53819,21.4,4.3,,,,15.59097,,,,0.0,0.0,0.0,,,7.681952,62.0,50.0,3.005479,,,C ,,C ,,,,6.639997,3.900996,-29.1784992218018,-59.0923004150391,Goya
2013-09-19 00:00:00.0,13.72667,,,,,,17.15,,,,,,,,,8.621439,61.0,,4.700618,,,C ,,C ,,,,,-0.2490015,-29.1784992218018,-59.0923004150391,Goya
2013-09-20 00:00:00.0,16.81736,28.9,7.8,,,,18.36389,,,,0.0,0.0,0.0,,,10.50638,58.0,50.0,7.622515,,,C ,,C ,,,,0.0,-6.806001,-29.1784992218018,-59.0923004150391,Goya
2013-09-21 00:00:00.0,18.78194,27.5,12.5,,,,20.26597,,,,0.0,0.0,0.0,,,12.35929,60.0,52.0,10.07256,,,C ,,C ,,,,0.0,-11.95201,-29.1784992218018,-59.0923004150391,Goya
2013-09-22 00:00:00.0,13.96111,17.4,11.4,,,,18.00556,,,,0.0,0.0,0.0,,,11.04152,73.0,71.0,8.401258,,,C ,,C ,,,,0.0,2.987999,-29.1784992218018,-59.0923004150391,Goya
2013-09-23 00:00:00.0,12.12708,18.5,7.6,,,,17.05556,,,,0.0,0.0,0.0,,,9.252359,70.0,64.0,5.737067,,,C ,,C ,,,,1.162,8.631996,-29.1784992218018,-59.0923004150391,Goya
2013-09-24 00:00:00.0,11.04514,18.9,3.2,,,,16.83125,,,,0.0,0.0,0.0,,,8.05891,66.0,58.0,3.765339,,,C ,,C ,,,,7.303997,7.967996,-29.1784992218018,-59.0923004150391,Goya
2013-09-25 00:00:00.0,13.29722,22.7,6.1,,,,17.9,,,,0.0,0.0,0.0,,,10.60221,72.0,60.0,7.804647,,,C ,,C ,,,,1.328,0.4149993,-29.1784992218018,-59.0923004150391,Goya
2013-09-26 00:00:00.0,15.7243,25.9,7.0,,,,19.19792,,,,0.0,0.0,0.0,,,11.54974,66.0,58.0,9.023451,,,C ,,C ,,,,0.0,-4.897,-29.1784992218018,-59.0923004150391,Goya
2013-09-27 00:00:00.0,17.50277,25.1,12.7,,,,18.67709,,,,0.0,0.0,0.0,,,14.04967,68.0,65.0,11.98036,,,C ,,C ,,,,0.0,-14.02701,-29.1784992218018,-59.0923004150391,Goya
2013-09-28 00:00:00.0,20.32847,27.3,15.0,,,,21.15139,,,,0.0,0.0,0.0,,,17.26218,76.0,71.0,15.14928,,,C ,,C ,,,,0.0,-14.77401,-29.1784992218018,-59.0923004150391,Goya
2013-09-29 00:00:00.0,12.65139,19.5,10.3,,,,17.9625,,,,0.0,0.0,0.0,,,11.1242,80.0,78.0,8.460861,,,C ,,C ,,,,0.0,7.885006,-29.1784992218018,-59.0923004150391,Goya
2013-09-30 00:00:00.0,13.3257,20.7,9.3,,,,16.23611,,,,0.0,0.0,0.0,,,11.52324,78.0,79.0,9.012935,,,C ,,C ,,,,0.0,1.992,-29.1784992218018,-59.0923004150391,Goya
2013-10-01 00:00:00.0,14.67986,23.6,6.8,,,,18.04792,,,,0.0,0.0,0.0,,,11.65841,73.0,67.0,9.193396,,,C ,,C ,,,,0.166,-1.411002,-29.1784992218018,-59.0923004150391,Goya
2013-10-02 00:00:00.0,16.82778,27.8,7.1,,,,20.04028,,,,0.0,0.0,0.0,,,11.92239,64.0,54.0,9.503882,,,C ,,C ,,,,0.0,-7.470001,-29.1784992218018,-59.0923004150391,Goya
2013-10-03 00:00:00.0,19.34167,27.6,12.6,,,,21.81111,,,,0.0,0.0,0.0,,,13.59422,62.0,57.0,11.50214,,,C ,,C ,,,,0.0,-14.60801,-29.1784992218018,-59.0923004150391,Goya
2013-10-04 00:00:00.0,16.22778,21.6,12.0,,,,19.93611,,,,0.0,0.0,0.0,,,13.39307,78.0,75.0,11.2979,,,C ,,C ,,,,0.0,-6.224996,-29.1784992218018,-59.0923004150391,Goya
2013-10-05 00:00:00.0,16.68472,26.0,8.6,,,,20.72291,,,,0.0,0.0,0.0,,,12.35922,70.0,63.0,10.05587,,,C ,,C ,,,,0.0,-6.473996,-29.1784992218018,-59.0923004150391,Goya
2013-10-06 00:00:00.0,17.5993,27.4,9.1,,,,21.44027,,,,0.0,0.0,0.0,,,11.78971,62.0,51.0,9.371754,,,C ,,C ,,,,0.0,-9.212999,-29.1784992218018,-59.0923004150391,Goya
2013-10-07 00:00:00.0,18.52569,29.0,8.6,,,,21.59027,,,,0.0,0.0,0.0,,,11.17582,58.0,51.0,8.532679,,,C ,,C ,,,,0.0,-9.296,-29.1784992218018,-59.0923004150391,Goya
2013-10-08 00:00:00.0,21.62084,33.8,11.7,,,,22.8243,,,,0.0,0.0,0.0,,,14.90401,58.0,49.0,12.8454,,,C ,,C ,,,,0.0,-15.93601,-29.1784992218018,-59.0923004150391,Goya
2013-10-09 00:00:00.0,24.94098,34.9,15.2,,,,24.49791,,,,0.0,0.0,0.0,,,17.12796,56.0,47.0,14.94802,,,C ,,C ,,,,0.0,-21.16502,-29.1784992218018,-59.0923004150391,Goya
2013-10-10 00:00:00.0,26.33334,33.9,20.7,,,,25.87708,,,,0.0,0.0,0.0,,,20.2706,63.0,61.0,17.69084,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-10-11 00:00:00.0,23.93263,31.0,17.4,,,,25.36805,,,,0.0,0.0,0.0,,,21.21528,75.0,63.0,18.42977,,,C ,,C ,,,,0.0,-22.90803,-29.1784992218018,-59.0923004150391,Goya
2013-10-12 00:00:00.0,20.73541,26.9,16.9,,,,22.47361,,,,0.0,0.0,0.0,,,20.84911,88.0,86.0,18.15761,,,C ,,C ,,,,0.0,-20.50102,-29.1784992218018,-59.0923004150391,Goya
2013-10-13 00:00:00.0,22.07639,30.1,16.4,,,,23.50903,,,,0.0,0.0,0.0,,,21.18733,80.0,72.0,18.39218,,,C ,,C ,,,,0.0,-20.83302,-29.1784992218018,-59.0923004150391,Goya
2013-10-14 00:00:00.0,23.55278,30.6,17.5,,,,24.29653,,,,0.0,0.0,0.0,,,21.35323,76.0,67.0,18.52203,,,C ,,C ,,,,0.0,-23.40603,-29.1784992218018,-59.0923004150391,Goya
2013-10-15 00:00:00.0,24.14028,32.8,16.7,,,,25.22361,,,,0.0,0.0,0.0,,,17.58997,63.0,53.0,15.32483,,,C ,,C ,,,,0.0,-22.82503,-29.1784992218018,-59.0923004150391,Goya
2013-10-16 00:00:00.0,22.99792,31.5,15.3,,,,25.21945,,,,0.0,0.0,0.0,,,15.61852,62.0,53.0,13.53617,,,C ,,C ,,,,0.0,-18.84102,-29.1784992218018,-59.0923004150391,Goya
2013-10-17 00:00:00.0,21.06042,30.4,13.5,,,,24.36944,,,,0.0,0.0,0.0,,,15.07948,64.0,61.0,13.03891,,,C ,,C ,,,,0.0,-16.35102,-29.1784992218018,-59.0923004150391,Goya
2013-10-18 00:00:00.0,22.8993,32.8,14.5,,,,25.14861,,,,0.0,0.0,0.0,,,16.11665,61.0,53.0,14.05838,,,C ,,C ,,,,0.0,-18.92402,-29.1784992218018,-59.0923004150391,Goya
2013-10-19 00:00:00.0,24.79653,34.5,15.4,,,,25.87917,,,,0.0,0.0,0.0,,,17.07774,56.0,46.0,14.99735,,,C ,,C ,,,,0.0,-20.50102,-29.1784992218018,-59.0923004150391,Goya
2013-10-20 00:00:00.0,27.86945,37.1,20.4,,,,26.60278,,,,0.0,0.0,0.0,,,18.84302,53.0,45.0,16.45698,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-10-21 00:00:00.0,23.03056,29.5,16.7,,,,23.25764,,,,0.0,0.0,0.0,,,16.72991,69.0,68.0,14.38078,,,C ,,C ,,,,0.0,-20.66702,-29.1784992218018,-59.0923004150391,Goya
2013-10-22 00:00:00.0,20.61805,28.8,12.4,,,,22.73055,,,,0.0,0.0,0.0,,,17.20499,71.0,66.0,15.03824,,,C ,,C ,,,,0.0,-17.51302,-29.1784992218018,-59.0923004150391,Goya
2013-10-23 00:00:00.0,25.42431,35.3,19.3,,,,25.24375,,,,0.0,0.0,0.0,,,24.98193,74.0,67.0,20.91004,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-10-24 00:00:00.0,22.29515,27.0,18.0,,,,23.48125,,,,0.0,0.0,0.0,,,16.882,69.0,66.0,14.65209,,,C ,,C ,,,,0.0,-22.24403,-29.1784992218018,-59.0923004150391,Goya
2013-10-25 00:00:00.0,19.89444,27.9,14.4,,,,22.57362,,,,0.0,0.0,0.0,,,17.8515,73.0,72.0,15.47965,,,C ,,C ,,,,0.0,-18.01102,-29.1784992218018,-59.0923004150391,Goya
2013-10-26 00:00:00.0,21.16805,25.2,18.4,,,,22.83403,,,,0.0,0.0,0.0,,,20.9727,87.0,87.0,18.23331,,,C ,,C ,,,,0.0,-22.49303,-29.1784992218018,-59.0923004150391,Goya
2013-10-27 00:00:00.0,21.40903,30.1,13.6,,,,23.18194,,,,0.0,0.0,0.0,,,16.77419,70.0,66.0,14.69573,,,C ,,C ,,,,0.0,-16.35102,-29.1784992218018,-59.0923004150391,Goya
2013-10-28 00:00:00.0,20.17847,28.5,11.1,,,,23.40972,,,,0.0,0.0,0.0,,,12.98315,57.0,44.0,10.81482,,,C ,,C ,,,,0.0,-15.85301,-29.1784992218018,-59.0923004150391,Goya
2013-10-29 00:00:00.0,22.77153,32.0,15.3,,,,24.13889,,,,0.0,0.0,0.0,,,16.18992,59.0,58.0,13.95626,,,C ,,C ,,,,0.0,-20.00302,-29.1784992218018,-59.0923004150391,Goya
2013-10-30 00:00:00.0,25.25,34.3,17.7,,,,25.8625,,,,0.0,0.0,0.0,,,23.81113,71.0,64.0,20.14673,,,C ,,C ,,,,0.0,-23.40603,-29.1784992218018,-59.0923004150391,Goya
2013-10-31 00:00:00.0,24.6007,28.4,22.2,,,,25.0,,,,0.0,0.0,0.0,,,25.77086,84.0,86.0,21.5826,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-11-01 00:00:00.0,26.92222,35.5,20.6,,,,24.94097,,,,0.0,0.0,0.0,,,25.40812,78.0,72.0,21.34368,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-11-02 00:00:00.0,21.28194,25.7,19.1,,,,22.3118,,,,0.0,0.0,0.0,,,20.3383,83.0,78.0,17.64476,,,C ,,C ,,,,0.0,-23.57203,-29.1784992218018,-59.0923004150391,Goya
2013-11-03 00:00:00.0,20.70486,26.2,15.0,,,,22.14236,,,,0.0,0.0,0.0,,,15.93526,70.0,66.0,13.87168,,,C ,,C ,,,,0.0,-16.84901,-29.1784992218018,-59.0923004150391,Goya
2013-11-04 00:00:00.0,20.02152,28.5,11.4,,,,23.37084,,,,0.0,0.0,0.0,,,14.16267,66.0,56.0,12.07681,,,C ,,C ,,,,0.0,-13.61201,-29.1784992218018,-59.0923004150391,Goya
2013-11-05 00:00:00.0,20.66111,29.3,12.5,,,,24.66528,,,,0.0,0.0,0.0,,,16.84897,70.0,61.0,14.78693,,,C ,,C ,,,,0.0,-17.67902,-29.1784992218018,-59.0923004150391,Goya
2013-11-06 00:00:00.0,22.7125,32.3,14.9,,,,25.59376,,,,0.0,0.0,0.0,,,19.61466,70.0,64.0,17.04846,,,C ,,C ,,,,0.0,-19.09002,-29.1784992218018,-59.0923004150391,Goya
2013-11-07 00:00:00.0,26.90694,34.0,21.6,,,,27.56806,,,,0.0,0.0,0.0,,,22.54642,66.0,59.0,19.39745,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-11-08 00:00:00.0,26.92083,34.8,19.7,,,,28.1375,,,,17.0,0.5,0.5,,,23.63289,68.0,60.0,20.15304,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-11-09 00:00:00.0,22.81111,26.5,19.5,,,,24.46597,,,,0.0,16.5,6.5,,,24.41324,91.0,91.0,20.68809,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-11-10 00:00:00.0,24.01319,30.7,21.3,,,,25.44097,,,,0.0,0.0,0.0,,,26.50833,91.0,86.0,22.01493,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-11-11 00:00:00.0,20.53958,23.7,17.9,,,,22.97708,,,,0.0,0.0,0.0,,,20.22277,87.0,85.0,17.56997,,,C ,,C ,,,,0.0,-21.66302,-29.1784992218018,-59.0923004150391,Goya
2013-11-12 00:00:00.0,22.26111,31.6,15.3,,,,24.20903,,,,0.0,0.0,0.0,,,17.85279,70.0,60.0,15.64933,,,C ,,C ,,,,0.0,-20.75002,-29.1784992218018,-59.0923004150391,Goya
2013-11-13 00:00:00.0,,31.8,16.8,,,,24.82291,,,,0.0,0.0,0.0,,,,,33.0,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-14 00:00:00.0,,,,,,,25.48125,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-15 00:00:00.0,,,,,,,24.21181,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-16 00:00:00.0,,,,,,,23.1125,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-17 00:00:00.0,,,,,,,24.03126,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-18 00:00:00.0,,,,,,,25.84931,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-19 00:00:00.0,,,,,,,24.66528,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-20 00:00:00.0,,,,,,,25.17708,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-21 00:00:00.0,,,,,,,25.75834,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-22 00:00:00.0,,,,,,,26.00278,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-23 00:00:00.0,,,,,,,26.46944,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-24 00:00:00.0,,,,,,,27.57083,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-25 00:00:00.0,,,,,,,28.37431,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-26 00:00:00.0,,,,,,,27.66319,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-27 00:00:00.0,,,,,,,26.60139,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-28 00:00:00.0,,,,,,,25.66042,,,,0.0,0.0,,,,,,,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-29 00:00:00.0,,24.2,20.5,,,,26.07014,,,,0.0,0.0,0.0,,,,,28.0,,,,C ,,C ,,,,,,-29.1784992218018,-59.0923004150391,Goya
2013-11-30 00:00:00.0,23.95347,32.3,16.9,,,,26.74652,,,,0.0,0.0,0.0,,,19.40565,68.0,61.0,16.97678,,,C ,,C ,,,,0.0,-21.91203,-29.1784992218018,-59.0923004150391,Goya
2013-12-01 00:00:00.0,21.94444,26.6,19.6,,,,24.96944,,,,1.0,1.0,1.0,,,24.45843,94.0,92.0,20.69451,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-02 00:00:00.0,24.68195,33.2,18.1,,,,26.65556,,,,0.0,0.0,0.0,,,25.13165,80.0,74.0,21.11355,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-03 00:00:00.0,26.83194,34.0,22.9,,,,27.89584,,,,0.0,0.0,0.0,,,26.81818,78.0,77.0,22.21082,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-04 00:00:00.0,27.21944,35.4,19.4,,,,28.93681,,,,0.0,0.0,0.0,,,26.92515,75.0,72.0,22.20155,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-05 00:00:00.0,28.93819,34.2,23.7,,,,29.4868,,,,0.0,0.0,0.0,,,26.61924,70.0,64.0,21.76599,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-06 00:00:00.0,25.02361,31.9,17.9,,,,27.59653,,,,0.0,0.0,0.0,,,19.01385,63.0,59.0,16.67922,,,C ,,C ,,,,0.0,-23.73803,-29.1784992218018,-59.0923004150391,Goya
2013-12-07 00:00:00.0,25.675,33.6,17.8,,,,27.78541,,,,0.0,0.0,0.0,,,20.42303,65.0,60.0,17.76331,,,C ,,C ,,,,0.0,-23.73803,-29.1784992218018,-59.0923004150391,Goya
2013-12-08 00:00:00.0,27.77916,36.6,19.1,,,,28.6625,,,,0.0,0.0,0.0,,,25.97885,67.0,61.0,21.5481,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-09 00:00:00.0,25.23847,30.9,20.8,,,,26.97133,,,,0.0,0.0,0.0,,,25.68739,84.0,82.0,21.51029,,,C ,,C ,,,,0.0,-23.73803,-29.1784992218018,-59.0923004150391,Goya
2013-12-10 00:00:00.0,24.48055,29.2,19.8,,,,27.00416,,,,0.0,0.0,0.0,,,20.21422,70.0,66.0,17.61536,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-11 00:00:00.0,23.67916,31.8,17.0,,,,27.01597,,,,0.0,0.0,0.0,,,20.67188,74.0,68.0,17.99939,,,C ,,C ,,,,0.0,-22.57603,-29.1784992218018,-59.0923004150391,Goya
2013-12-12 00:00:00.0,23.61874,31.3,16.7,,,,27.22361,,,,0.0,0.0,0.0,,,19.16305,68.0,59.0,16.77355,,,C ,,C ,,,,0.0,-21.49702,-29.1784992218018,-59.0923004150391,Goya
2013-12-13 00:00:00.0,25.68264,33.7,18.0,,,,28.18959,,,,0.0,0.0,0.0,,,20.49723,66.0,59.0,17.86692,,,C ,,C ,,,,0.0,-23.82103,-29.1784992218018,-59.0923004150391,Goya
2013-12-14 00:00:00.0,27.15417,35.7,19.0,,,,28.94514,,,,0.0,0.0,0.0,,,21.80223,63.0,55.0,18.80483,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-15 00:00:00.0,28.55972,37.0,21.0,,,,29.61736,,,,0.0,0.0,0.0,,,24.25764,66.0,54.0,20.52847,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-16 00:00:00.0,30.19098,37.6,22.7,,,,30.44305,,,,0.0,0.0,0.0,,,24.75295,63.0,53.0,20.84595,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-17 00:00:00.0,28.21459,36.0,21.0,,,,30.17431,,,,0.0,0.0,0.0,,,21.95366,62.0,53.0,18.92206,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-18 00:00:00.0,27.73541,36.7,19.7,,,,29.74167,,,,0.0,0.0,0.0,,,21.62904,62.0,51.0,18.70603,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-19 00:00:00.0,27.71458,36.5,20.4,,,,29.95209,,,,0.0,0.0,0.0,,,23.8455,67.0,62.0,20.27187,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-20 00:00:00.0,27.80347,35.6,21.0,,,,30.3243,,,,0.0,0.0,0.0,,,25.47733,71.0,62.0,21.38552,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-21 00:00:00.0,28.51111,36.7,21.1,,,,30.51597,,,,0.0,0.0,0.0,,,24.67814,67.0,58.0,20.84902,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-22 00:00:00.0,29.14513,37.6,21.5,,,,30.64097,,,,0.0,0.0,0.0,,,24.32711,63.0,57.0,20.61384,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-23 00:00:00.0,28.66597,37.5,20.7,,,,30.54932,,,,0.0,0.0,0.0,,,20.74035,59.0,51.0,17.97005,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-24 00:00:00.0,27.54375,37.5,18.1,,,,30.0125,,,,0.0,0.0,0.0,,,20.90305,61.0,53.0,18.11376,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-25 00:00:00.0,29.7743,39.8,19.4,,,,30.29653,,,,0.0,0.0,0.0,,,22.08527,56.0,42.0,18.97841,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-26 00:00:00.0,32.68612,40.7,25.5,,,,31.63612,,,,0.0,0.0,0.0,,,26.95865,56.0,50.0,22.28954,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-27 00:00:00.0,30.52847,39.8,24.2,,,,31.83542,,,,0.0,0.0,0.0,,,28.41582,71.0,63.0,23.16702,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-28 00:00:00.0,29.7736,38.7,22.2,,,,31.55972,,,,0.0,0.0,0.0,,,26.83426,66.0,58.0,22.22906,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-29 00:00:00.0,30.13958,35.5,24.9,,,,30.91737,,,,0.0,0.0,0.0,,,30.04143,74.0,68.0,24.1131,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-30 00:00:00.0,31.6257,39.3,24.7,,,,31.47639,,,,0.0,0.0,0.0,,,29.99716,66.0,54.0,24.07853,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2013-12-31 00:00:00.0,27.94861,36.5,22.2,,,,29.74722,,,,0.0,0.0,0.0,,,29.99668,85.0,85.0,24.05086,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2014-01-01 00:00:00.0,29.16737,39.7,22.0,,,,30.11181,,,,0.0,0.0,0.0,,,30.18277,74.0,68.0,24.16628,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2014-01-02 00:00:00.0,29.66459,38.3,24.9,,,,31.23542,,,,0.0,0.0,0.0,,,26.57845,68.0,61.0,21.85552,,,C ,,C ,,,,0.0,-23.90403,-29.1784992218018,-59.0923004150391,Goya
2014-01-03 00:00:00.0,24.57639,30.7,20.3,,,,28.60209,,,,0.0,0.0,0.0,,,16.41037,59.0,50.0,13.92852,,,C ,,C ,,,,0.0,-23.24003,-29.1784992218018,-59.0923004150391,Goya
