Fecha,Temperatura_Abrigo_150cm,Temperatura_Abrigo_150cm_Maxima,Temperatura_Abrigo_150cm_Minima,Temperatura_Suelo_10cm_Media,Precipitacion_Pluviometrica,Precipitacion_Cronologica,Precipitacion_Maxima_30minutos,Tesion_Vapor_Media,Humedad_Media,Humedad_Media_8_14_20,Rocio_Medio,Duracion_Follaje_Mojado,Presion_Media,Radiacion_Global,Horas_Frio,Unidades_Frio,Localidad,mes_sin,mes_cos
2015-06-18,11.1868,15.3,5.4,14.81111,0.0,0.0,0.0,9.465661,79.0,78.0,5.984258,14.15001,1019.464,11.37186,5.311998,12.94801,Goya,1.2246467991473532e-16,-1.0
2015-06-19,7.030556,15.8,-0.1,13.23888,0.0,0.0,0.0,7.614912,77.0,72.0,2.971895,13.60001,1018.168,11.86122,9.461999,10.541,Goya,1.2246467991473532e-16,-1.0
2015-06-20,11.78611,21.5,3.5,13.8382,0.0,0.0,0.0,11.8698,80.0,75.0,9.147739,15.30001,1010.413,10.40712,6.307997,2.158,Goya,1.2246467991473532e-16,-1.0
2015-06-21,16.91181,24.0,10.2,16.52917,2.5,0.0,0.0,15.97062,85.0,79.0,13.96404,16.15001,1009.586,11.28456,0.0,-8.299998,Goya,1.2246467991473532e-16,-1.0
2015-06-22,15.72084,17.3,13.9,16.71875,21.5,24.0,4.5,17.46307,100.0,100.0,15.32038,23.56665,1011.319,1.14912,0.0,-5.063,Goya,1.2246467991473532e-16,-1.0
2015-06-23,11.9507,14.5,8.8,14.91805,0.0,0.0,0.0,11.3646,82.0,79.0,8.794107,0.0,1017.279,4.984861,0.0,8.632006,Goya,1.2246467991473532e-16,-1.0
2015-06-24,12.32153,14.3,10.8,14.5861,0.0,0.0,0.0,13.33312,91.0,94.0,11.15736,0.0,1015.036,3.38688,0.0,5.229001,Goya,1.2246467991473532e-16,-1.0
2015-06-25,17.18542,26.0,12.0,16.62014,0.0,0.0,0.0,18.12101,91.0,86.0,15.81955,9.299999,1013.079,9.338459,0.0,-9.794001,Goya,1.2246467991473532e-16,-1.0
2015-06-26,18.52222,23.7,14.8,17.66805,0.0,0.0,0.0,19.59823,90.0,89.0,17.14653,0.0,1014.11,5.468279,0.0,-16.84901,Goya,1.2246467991473532e-16,-1.0
2015-06-27,21.10764,27.6,17.8,19.1,0.0,0.0,0.0,20.23856,84.0,83.0,17.69024,0.0,1011.214,10.42962,0.0,-21.82903,Goya,1.2246467991473532e-16,-1.0
2015-06-28,19.99444,27.5,14.8,18.96388,4.5,0.0,0.0,20.67394,87.0,82.0,17.99007,0.0,1006.098,6.25674,0.0,-19.25602,Goya,1.2246467991473532e-16,-1.0
2015-06-29,18.725,21.4,14.2,18.8882,9.5,14.0,5.25,20.07958,98.0,98.0,17.47633,13.45001,1002.268,2.8365,0.0,-16.51701,Goya,1.2246467991473532e-16,-1.0
2015-06-30,16.3132,22.1,13.8,17.92292,0.0,0.0,0.0,17.33821,95.0,94.0,15.20005,14.05001,1006.417,7.963139,0.0,-7.469996,Goya,1.2246467991473532e-16,-1.0
2015-07-01,15.7375,23.5,10.3,17.12501,0.0,0.0,0.0,14.15187,83.0,78.0,12.09998,9.866667,1009.646,11.85264,0.0,-5.228998,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-02,13.65416,16.3,11.3,16.59305,0.0,0.0,0.0,15.85846,99.0,98.0,13.83369,6.466665,1005.41,2.54172,0.0,2.157999,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-03,14.37361,18.9,9.6,16.48055,0.25,0.25,0.25,12.48939,83.0,78.0,9.978078,0.0,1009.222,10.62078,0.498,1.909,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-04,8.285417,14.3,3.7,14.15834,0.0,0.0,0.0,9.01927,87.0,85.0,5.459346,0.25,1015.783,9.906359,13.61201,17.43002,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-05,8.83125,17.5,2.0,13.55555,0.0,0.0,0.0,9.982939,84.0,80.0,6.764449,8.966664,1008.45,11.72808,7.967996,10.292,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-06,13.67014,17.9,10.4,14.96944,0.0,0.0,0.0,14.32562,89.0,84.0,12.28899,0.0,1005.678,4.07286,0.0,0.747,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-07,15.86458,21.4,12.4,16.17778,0.0,0.0,0.0,15.17707,85.0,83.0,13.19421,0.0,1007.625,8.843943,0.0,-8.382999,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-08,14.80625,21.1,8.8,16.84306,0.0,0.0,0.0,14.86765,89.0,84.0,12.78557,0.0,1006.193,9.749276,0.0,-2.573,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-09,15.41181,21.6,11.0,17.07222,0.0,0.0,0.0,16.44076,95.0,92.0,14.38777,6.466665,1005.086,3.37992,0.0,-5.063,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-10,16.06597,21.3,12.0,16.84306,0.0,0.0,0.0,17.64902,94.0,91.0,15.45973,9.299998,1005.259,2.455021,0.0,-11.039,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-11,17.08542,20.1,13.2,17.44444,0.0,0.0,0.0,19.38314,98.0,100.0,16.93436,7.749997,1004.194,2.09694,0.0,-13.86101,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-12,19.49375,24.6,16.3,18.61042,0.0,0.0,0.0,22.14926,95.0,93.0,19.08501,11.2,995.4088,3.4845,0.0,-20.00302,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-13,17.72639,21.0,13.9,18.3993,0.0,0.0,0.0,18.35545,97.0,96.0,15.94563,12.4,996.3835,1.1256,0.0,-9.794003,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-14,11.62292,15.4,8.7,15.675,0.0,0.0,0.0,10.2753,80.0,74.0,7.232623,0.6666667,1009.967,4.77348,0.0,10.95601,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-15,10.85764,19.6,3.9,14.56389,0.0,0.0,0.0,7.839275,68.0,59.0,3.332181,4.166667,1015.137,7.596,8.631997,9.212997,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-16,9.768054,19.9,1.5,14.15625,0.0,0.0,0.0,10.73872,85.0,81.0,7.643579,4.733333,1013.435,7.646039,7.635996,6.308005,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-17,12.63333,19.8,6.7,15.57986,0.0,0.0,0.0,12.16547,86.0,84.0,9.83119,11.51667,1013.178,7.14684,0.332,4.150001,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-18,14.08403,22.2,6.7,15.53195,4.0,0.0,0.0,15.86998,90.0,88.0,13.55292,8.049997,1006.937,4.477019,0.166,-5.893001,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-19,18.43681,21.2,16.8,17.29028,6.25,10.25,3.75,20.37038,96.0,95.0,17.78682,4.866667,1002.682,2.966219,0.0,-17.76203,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-20,15.50903,18.3,11.6,16.34722,0.0,0.0,0.0,11.4318,72.0,65.0,8.495384,0.55,1011.772,9.55404,0.0,-0.6639994,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-21,8.927775,15.1,3.4,14.17986,0.0,0.0,0.0,8.181545,78.0,71.0,4.011787,0.0,1016.327,11.73402,10.956,17.26402,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-22,8.780556,16.5,3.7,13.64445,0.0,0.0,0.0,9.71665,86.0,81.0,6.475964,7.683331,1013.86,9.678358,8.465997,15.27201,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-23,11.82917,19.5,7.1,14.39236,0.0,0.0,0.0,12.13903,87.0,82.0,9.778156,0.0,1013.506,7.650538,0.0,6.474004,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-24,12.80208,20.6,6.5,14.68541,0.0,0.0,0.0,11.92354,84.0,80.0,9.514135,1.3,1014.104,11.71068,0.996,3.817997,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-25,12.66736,21.5,6.1,15.13194,0.0,0.0,0.0,13.65833,92.0,89.0,11.36697,11.91667,1012.745,11.63988,3.153999,3.568998,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-26,14.87639,23.6,7.7,15.90903,0.0,0.0,0.0,14.68654,86.0,83.0,12.55075,9.816666,1008.789,11.89218,0.0,-4.399,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-27,17.77569,27.7,10.0,16.83056,0.0,0.0,0.0,17.25387,81.0,77.0,14.98352,6.633332,1004.076,11.56668,0.0,-12.53301,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-28,22.62153,28.6,19.3,18.81319,0.0,0.0,0.0,21.76558,79.0,76.0,18.84944,0.0,1002.5,6.979679,0.0,-23.90403,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-29,23.20277,28.1,20.7,19.63264,0.0,0.0,0.0,22.14273,78.0,75.0,19.10802,0.0,1005.7,5.23506,0.0,-23.90403,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-30,25.42361,32.3,20.6,20.67708,0.0,0.0,0.0,20.39706,65.0,61.0,17.76129,0.0,1003.595,9.851102,0.0,-23.90403,Goya,-0.4999999999999997,-0.8660254037844388
2015-07-31,23.84097,30.8,18.3,20.8875,0.0,0.0,0.0,19.27445,71.0,66.0,16.88155,0.0,1002.756,9.81288,0.0,-21.49702,Goya,-0.4999999999999997,-0.8660254037844388
2015-08-01,19.97014,28.5,14.5,20.00764,0.0,0.0,0.0,19.55946,80.0,75.0,17.05233,0.0,1002.667,9.110642,0.0,-15.77001,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-02,25.04965,33.0,19.9,21.06153,0.0,0.0,0.0,20.33868,65.0,60.0,17.76649,0.0,998.1902,10.26156,0.0,-23.73803,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-03,23.45348,28.2,17.5,21.46737,0.0,0.0,0.0,21.39827,79.0,76.0,18.55364,0.0,1002.488,11.58438,0.0,-22.49303,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-04,19.34999,24.0,16.5,20.54861,0.75,0.25,0.25,21.51189,96.0,95.0,18.61146,5.799999,1003.657,3.9684,0.0,-19.92002,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-05,21.59722,28.3,18.5,20.79028,0.0,0.5,0.5,22.09299,84.0,82.0,19.08603,6.699998,999.1859,9.206761,0.0,-23.90403,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-06,26.96597,32.3,21.8,22.05972,0.0,0.0,0.0,22.37528,61.0,59.0,19.25589,0.0,990.1707,11.43594,0.0,-23.90403,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-07,26.59166,31.7,22.7,22.80069,0.0,0.0,0.0,24.05836,72.0,73.0,20.41639,0.0,992.6034,9.139621,0.0,-23.90403,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-08,26.74305,33.5,21.0,23.29166,0.0,0.0,0.0,25.27394,71.0,65.0,21.26002,0.0,995.2626,11.30808,0.0,-23.90403,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-09,29.37916,34.5,25.0,23.81528,18.25,0.0,0.0,19.04202,52.0,46.0,16.69383,0.0,994.5974,12.30606,0.0,-22.90803,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-10,16.74028,28.3,13.7,20.39167,0.75,19.0,2.75,16.67775,95.0,94.0,14.6427,8.683331,1006.47,4.711739,0.0,-4.98,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-11,16.05,20.3,13.1,18.84235,3.0,1.25,1.0,17.81799,96.0,96.0,15.65583,3.833334,1009.116,4.60098,0.0,-8.466002,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-12,15.27362,16.5,14.6,18.05833,31.25,31.75,10.25,17.17007,100.0,100.0,15.10417,17.68334,1005.527,1.39428,0.0,-1.162,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-13,13.96806,15.4,12.2,17.0868,0.0,1.25,0.75,15.25293,98.0,97.0,13.27396,9.966666,1008.91,3.60534,0.0,1.079,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-14,12.44097,13.4,11.9,16.22292,7.75,7.75,2.25,14.38065,100.0,100.0,12.38055,16.91668,1008.733,0.8850601,0.0,8.466007,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-15,12.55625,17.9,7.6,15.975,0.0,0.0,0.0,12.71415,91.0,88.0,10.48575,2.116667,1010.271,11.24712,0.0,6.059,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-16,12.81528,19.4,8.1,15.60833,21.0,5.0,2.5,14.91011,94.0,92.0,12.72621,13.41667,1010.336,6.5853,0.0,1.079001,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-17,16.4882,17.8,15.3,16.81805,77.25,73.25,6.25,18.92159,100.0,100.0,16.61736,21.26666,1003.153,0.2136,0.0,-9.54501,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-18,16.15694,18.4,14.7,16.98194,6.25,26.25,3.25,17.92606,100.0,100.0,15.73955,10.26667,1005.684,2.42892,0.0,-5.146,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-19,16.17917,22.3,11.2,17.08681,0.0,0.0,0.0,14.81853,84.0,79.0,12.80556,7.899997,1011.044,15.22986,0.0,-6.971996,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-20,14.275,20.2,10.3,16.72708,0.0,0.0,0.0,14.85798,92.0,90.0,12.82655,0.0,1011.957,9.24024,0.0,-1.245001,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-21,15.98958,24.3,9.9,17.32431,0.0,0.0,0.0,15.91573,86.0,80.0,13.79553,7.333331,1004.953,15.35868,0.0,-7.470001,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-22,20.3243,27.6,14.7,18.7868,0.0,0.0,0.0,20.10169,82.0,77.0,17.5497,0.0,999.1605,9.785099,0.0,-20.33502,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-23,18.32098,22.4,13.5,17.8021,0.0,0.0,0.0,11.34333,61.0,55.0,8.652709,0.0,1009.233,15.92178,0.0,-10.541,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-24,13.56389,20.2,8.2,16.63402,0.0,0.0,0.0,11.64167,78.0,74.0,9.178311,0.0,1010.42,15.48174,0.0,0.8299997,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-25,15.97292,24.9,8.5,17.28263,0.0,0.0,0.0,15.82517,81.0,76.0,13.55989,0.0,1003.036,15.90156,0.0,-10.043,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-26,22.92083,30.5,17.3,20.12638,0.0,0.0,0.0,22.46111,83.0,81.0,19.33043,1.8,1000.436,13.85424,0.0,-22.90803,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-27,19.40972,25.7,14.2,19.82916,0.0,0.0,0.0,14.77616,74.0,64.0,12.40805,5.3,1009.735,16.4235,0.0,-12.53301,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-28,19.80903,28.5,12.1,18.96528,0.0,0.0,0.0,14.79023,64.0,56.0,12.77492,0.0,1007.242,15.67482,0.0,-15.77001,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-29,22.7118,31.9,16.1,19.81945,0.0,0.0,0.0,19.51266,70.0,68.0,17.03802,0.0,1002.859,14.05158,0.0,-20.66702,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-30,25.7132,33.9,20.0,21.31944,0.0,0.0,0.0,20.81318,64.0,59.0,18.08447,0.0,1002.485,15.80802,0.0,-23.90403,Goya,-0.8660254037844385,-0.5000000000000004
2015-08-31,27.95973,37.6,21.9,22.71389,0.0,0.0,0.0,22.94757,63.0,62.0,19.61247,0.0,1003.008,15.11148,0.0,-23.90403,Goya,-0.8660254037844385,-0.5000000000000004
2015-09-01,18.175,27.0,13.9,20.04653,0.0,0.0,0.0,12.78223,68.0,64.0,10.33509,0.0,1013.225,7.047899,0.0,-8.549,Goya,-1.0,-1.8369701987210297e-16
2015-09-02,16.2993,23.6,10.4,18.80625,0.0,0.0,0.0,13.73046,73.0,66.0,11.645,0.0,1010.115,15.64008,0.0,-9.711,Goya,-1.0,-1.8369701987210297e-16
2015-09-03,17.24999,21.9,13.1,19.33542,0.0,0.0,0.0,13.81249,75.0,74.0,11.73685,0.0,1010.896,16.67304,0.0,-8.050997,Goya,-1.0,-1.8369701987210297e-16
2015-09-04,14.83472,21.7,8.1,18.54166,0.0,0.0,0.0,11.67693,73.0,69.0,9.230281,0.0,1013.049,17.80452,0.0,-2.573,Goya,-1.0,-1.8369701987210297e-16
2015-09-05,14.8021,22.9,7.3,18.36084,0.0,0.0,0.0,11.34935,71.0,66.0,8.795899,0.0,1012.575,17.46252,0.0,-1.909,Goya,-1.0,-1.8369701987210297e-16
2015-09-06,15.2868,23.6,6.9,18.34931,0.0,0.0,0.0,11.71103,71.0,64.0,9.232854,0.8166667,1005.92,18.47514,0.166,-3.900999,Goya,-1.0,-1.8369701987210297e-16
2015-09-07,16.88403,24.9,9.9,18.80695,0.0,0.0,0.0,13.8725,74.0,69.0,11.82017,1.183333,997.6429,15.42678,0.0,-7.968001,Goya,-1.0,-1.8369701987210297e-16
2015-09-08,18.13194,25.9,11.7,19.22292,0.0,0.0,0.0,14.2886,73.0,70.0,12.25512,1.8,1000.03,16.58586,0.0,-10.79,Goya,-1.0,-1.8369701987210297e-16
2015-09-09,19.32223,28.4,12.0,19.62639,0.0,0.0,0.0,15.78446,71.0,64.0,13.7546,2.516667,999.7776,15.35664,0.0,-15.35501,Goya,-1.0,-1.8369701987210297e-16
2015-09-10,14.70695,21.3,11.6,18.34306,0.0,0.0,0.0,13.01824,85.0,83.0,10.74388,0.0,1004.47,6.799798,0.0,2.821999,Goya,-1.0,-1.8369701987210297e-16
2015-09-11,12.19931,19.4,4.2,16.92708,0.0,0.0,0.0,7.901888,64.0,55.0,3.428129,0.1666667,1012.841,18.75144,5.145998,5.560995,Goya,-1.0,-1.8369701987210297e-16
2015-09-12,12.90278,23.6,3.7,17.08264,0.0,0.0,0.0,8.678926,61.0,49.0,4.8803,3.316667,1012.89,18.80729,5.809998,-0.4980003,Goya,-1.0,-1.8369701987210297e-16
2015-09-13,16.51944,26.0,8.3,17.9993,0.0,0.0,0.0,9.554325,55.0,50.0,6.211661,0.0,1011.493,19.50762,0.0,-5.976,Goya,-1.0,-1.8369701987210297e-16
2015-09-14,19.13681,28.0,10.6,18.64792,0.0,0.0,0.0,9.99731,47.0,41.0,6.87751,0.0,1006.261,19.63716,0.0,-15.18901,Goya,-1.0,-1.8369701987210297e-16
2015-09-15,23.7375,33.4,17.0,20.59375,0.0,0.0,0.0,19.17467,61.0,58.0,16.26816,0.0,997.5061,17.6235,0.0,-20.83302,Goya,-1.0,-1.8369701987210297e-16
2015-09-16,22.08125,26.2,16.2,21.40347,0.0,0.0,0.0,18.6198,76.0,72.0,15.95554,2.1,997.0338,15.31728,0.0,-19.25602,Goya,-1.0,-1.8369701987210297e-16
2015-09-17,17.23611,23.1,12.1,20.18472,0.0,0.0,0.0,15.44156,76.0,73.0,13.31854,0.0,1001.119,14.9319,0.0,-12.53301,Goya,-1.0,-1.8369701987210297e-16
2015-09-18,18.03473,24.4,14.5,20.09583,0.0,0.0,0.0,17.98486,88.0,87.0,15.80563,0.0,1004.758,7.98774,0.0,-13.52901,Goya,-1.0,-1.8369701987210297e-16
2015-09-19,19.54653,25.7,15.3,20.6125,0.0,0.0,0.0,18.95263,84.0,81.0,16.62433,0.0,1004.749,13.14594,0.0,-17.59602,Goya,-1.0,-1.8369701987210297e-16
2015-09-20,19.01389,23.5,16.6,20.54167,0.0,0.0,0.0,20.91991,93.0,93.0,18.18197,0.0,1002.343,5.775539,0.0,-19.17302,Goya,-1.0,-1.8369701987210297e-16
2015-09-21,22.97291,30.7,18.7,22.2,0.0,0.0,0.0,24.81545,87.0,83.0,20.91573,0.0,997.6444,15.29112,0.0,-23.90403,Goya,-1.0,-1.8369701987210297e-16
2015-09-22,21.74584,25.3,18.7,22.49513,0.0,0.0,0.0,23.98559,94.0,93.0,20.40558,3.466667,997.9005,8.79504,0.0,-23.90403,Goya,-1.0,-1.8369701987210297e-16
2015-09-23,19.55834,21.7,17.1,21.73472,3.0,0.0,0.0,21.5774,98.0,97.0,18.68972,11.3,996.9276,4.916401,0.0,-20.83302,Goya,-1.0,-1.8369701987210297e-16
2015-09-24,17.19098,19.0,15.9,20.2757,0.5,3.25,1.5,19.25001,99.0,100.0,16.89145,10.3,999.6964,4.71858,0.0,-14.27601,Goya,-1.0,-1.8369701987210297e-16
2015-09-25,17.82014,23.2,14.4,20.23194,0.0,0.25,0.25,17.20255,87.0,84.0,15.13156,1.283333,1006.781,16.04022,0.0,-10.79,Goya,-1.0,-1.8369701987210297e-16
2015-09-26,18.33542,25.3,12.8,20.95972,0.0,0.0,0.0,16.14629,79.0,73.0,14.1413,0.0,1006.849,20.47734,0.0,-12.86501,Goya,-1.0,-1.8369701987210297e-16
2015-09-27,18.79861,25.7,11.9,21.49514,0.0,0.0,0.0,14.83693,74.0,67.0,12.81988,0.0,1006.299,20.92026,0.0,-11.869,Goya,-1.0,-1.8369701987210297e-16
2015-09-28,19.39722,28.7,11.6,21.69861,0.0,0.0,0.0,14.93021,67.0,58.0,12.90321,0.0,1001.908,20.4822,0.0,-14.27601,Goya,-1.0,-1.8369701987210297e-16
2015-09-29,20.09166,27.0,14.2,21.57847,0.0,0.0,0.0,16.06125,72.0,68.0,14.06762,0.0,1003.219,14.59194,0.0,-15.68701,Goya,-1.0,-1.8369701987210297e-16
2015-09-30,19.28043,26.7,13.5,21.64685,0.0,0.0,0.0,12.10894,57.0,51.0,9.649349,0.0,1005.318,19.28381,0.0,-14.44201,Goya,-1.0,-1.8369701987210297e-16
2015-10-01,21.53056,30.8,15.0,21.86041,9.5,1.0,1.0,20.17969,70.0,69.0,17.06063,0.8666667,1000.268,12.10974,0.0,-17.34702,Goya,-0.8660254037844386,0.5000000000000001
2015-10-02,19.35972,25.7,15.2,20.85108,2.75,11.25,4.0,18.94626,92.0,92.0,16.46523,5.483333,1004.959,5.314498,0.0,-13.44601,Goya,-0.8660254037844386,0.5000000000000001
2015-10-03,13.33681,16.8,10.1,17.97083,0.0,0.0,0.0,12.18275,84.0,86.0,9.859269,0.0,1012.085,9.14886,0.0,6.059002,Goya,-0.8660254037844386,0.5000000000000001
2015-10-04,15.47431,23.4,9.3,19.2875,0.0,0.0,0.0,11.80331,64.0,57.0,9.337518,0.0,1009.928,21.78162,0.0,-8.549003,Goya,-0.8660254037844386,0.5000000000000001
2015-10-05,21.21736,29.6,15.1,21.60069,0.0,0.0,0.0,16.89454,65.0,62.0,14.66792,0.0,1004.101,18.91362,0.0,-17.59602,Goya,-0.8660254037844386,0.5000000000000001
2015-10-06,25.58543,34.7,18.3,23.45833,5.0,0.0,0.0,25.53864,74.0,72.0,21.16751,0.0,998.3535,14.9022,0.0,-23.90403,Goya,-0.8660254037844386,0.5000000000000001
2015-10-07,21.19167,28.9,17.5,22.31944,5.75,5.25,5.0,22.35186,98.0,98.0,19.17945,6.566665,998.0032,4.5618,0.0,-21.41402,Goya,-0.8660254037844386,0.5000000000000001
2015-10-08,16.38958,17.6,15.2,19.37778,8.5,5.75,4.75,18.27543,100.0,100.0,16.07636,6.716665,1001.344,2.25432,0.0,-5.893002,Goya,-0.8660254037844386,0.5000000000000001
2015-10-09,13.94028,16.0,13.0,17.43404,9.25,12.25,2.5,15.4403,100.0,100.0,13.46351,18.86667,1006.515,2.5707,0.0,0.498,Goya,-0.8660254037844386,0.5000000000000001
2015-10-10,12.41458,13.4,11.4,16.1,,,1.25,14.4328,100.0,100.0,12.43056,15.75001,1013.079,2.98002,0.0,6.640004,Goya,-0.8660254037844386,0.5000000000000001
2015-10-11,14.37153,17.7,12.8,,,,0.0,15.56654,94.0,92.0,13.58807,0.8666667,1012.952,7.306681,0.0,-2.987999,Goya,-0.8660254037844386,0.5000000000000001
2015-10-12,16.47431,23.5,11.5,,,,0.0,14.23745,80.0,74.0,12.18311,0.0,1010.19,21.79506,0.0,-7.552996,Goya,-0.8660254037844386,0.5000000000000001
2015-10-13,17.85278,25.6,11.6,,,,0.0,16.65995,79.0,71.0,14.58691,3.650001,1004.398,21.01764,0.0,-15.43801,Goya,-0.8660254037844386,0.5000000000000001
2015-10-14,21.49236,30.1,14.8,,,,0.0,23.71346,89.0,87.0,20.0333,4.583334,993.4812,14.67606,0.0,-18.84102,Goya,-0.8660254037844386,0.5000000000000001
2015-10-15,20.79235,24.7,16.0,21.64755,0.0,34.5,23.75,17.88958,77.0,72.0,15.64739,2.933334,1000.607,23.46834,0.0,-20.83302,Goya,-0.8660254037844386,0.5000000000000001
2015-10-16,18.35764,23.5,13.3,20.31458,0.0,0.0,0.0,12.93287,64.0,61.0,10.73577,0.0,1010.177,19.72309,0.0,-14.94001,Goya,-0.8660254037844386,0.5000000000000001
2015-10-17,17.50139,22.6,13.9,20.22778,0.0,0.0,0.0,12.01658,64.0,61.0,9.668691,0.0,1015.607,19.50942,0.0,-9.212998,Goya,-0.8660254037844386,0.5000000000000001
2015-10-18,16.26389,23.3,9.9,20.06458,0.0,0.0,0.0,12.87127,69.0,63.0,10.65219,0.0,1010.816,19.07664,0.0,-9.877002,Goya,-0.8660254037844386,0.5000000000000001
2015-10-19,19.95455,26.5,15.6,20.44825,0.0,0.0,0.0,20.99638,84.0,85.0,17.87509,0.0,997.8139,6.368698,0.0,-18.92402,Goya,-0.8660254037844386,0.5000000000000001
2015-10-20,22.18125,27.0,18.5,21.81945,0.0,0.0,0.0,21.04021,84.0,79.0,18.23935,0.2,998.4806,14.84334,0.0,-22.41003,Goya,-0.8660254037844386,0.5000000000000001
2015-10-21,20.70764,28.0,15.2,22.13959,0.0,0.0,0.0,17.55975,74.0,68.0,15.43513,0.0,999.6194,23.74518,0.0,-17.92802,Goya,-0.8660254037844386,0.5000000000000001
2015-10-22,21.45903,28.1,16.2,23.03403,0.0,0.0,0.0,18.41043,75.0,66.0,16.16269,0.0,1003.376,24.37913,0.0,-19.67102,Goya,-0.8660254037844386,0.5000000000000001
2015-10-23,21.87152,29.1,15.5,23.30555,0.0,0.0,0.0,18.20533,73.0,65.0,16.00587,0.0,1008.67,24.2451,0.0,-19.25602,Goya,-0.8660254037844386,0.5000000000000001
2015-10-24,19.76249,25.9,14.9,22.3375,13.0,0.0,0.0,18.24161,80.0,75.0,16.04571,0.0,1007.882,11.63424,0.0,-18.01102,Goya,-0.8660254037844386,0.5000000000000001
2015-10-25,17.94236,19.7,16.4,21.1,,,8.25,20.00797,98.0,99.0,17.49145,5.7,1004.318,4.05804,0.0,-17.59602,Goya,-0.8660254037844386,0.5000000000000001
2015-10-26,20.63888,26.9,18.1,,,,0.0,23.4235,95.0,93.0,19.99187,7.066665,1004.345,9.973559,0.0,-23.90403,Goya,-0.8660254037844386,0.5000000000000001
2015-10-27,24.35279,31.8,18.5,,,,0.0,24.20224,80.0,72.0,20.54161,7.283331,1005.896,22.73592,0.0,-23.90403,Goya,-0.8660254037844386,0.5000000000000001
2015-10-28,24.90764,31.1,19.0,,,,0.0,24.18185,79.0,72.0,20.52593,0.0,1005.307,24.8925,0.0,-23.90403,Goya,-0.8660254037844386,0.5000000000000001
2015-10-29,26.57833,34.1,19.4,,,,0.0,25.59439,76.0,68.0,21.44341,0.0,1001.898,23.8821,0.0,-23.73803,Goya,-0.8660254037844386,0.5000000000000001
2015-10-30,21.74792,26.6,18.4,,,,0.0,21.75251,88.0,83.0,18.83232,4.633334,1003.547,12.02412,0.0,-23.90403,Goya,-0.8660254037844386,0.5000000000000001
